,wage,exper,union,goodhlth,black,female,married,service,educ,looks
964,7.21,6.0,1,1,0,0,1,0,10,0
965,3.33,7.333333333333333,0,1,0,0,1,1,13,0
966,4.27,0.6666666666666666,1,1,0,1,0,0,12,0
967,2.88,1.3333333333333333,0,1,0,0,0,0,13,1
968,4.09,3.3333333333333335,0,1,0,0,1,0,12,0
969,2.75,12.0,0,1,1,1,1,0,10,0
970,4.12,3.0,1,1,1,1,0,0,8,1
971,9.62,5.0,1,1,0,0,1,0,12,1
972,5.53,1.6666666666666667,0,1,0,0,1,0,12,0
973,4.01,1.6666666666666667,0,1,0,1,1,0,13,0
974,3.41,1.3333333333333333,0,1,0,0,1,0,14,0
975,6.92,1.0,0,1,0,0,1,0,12,0
976,3.75,4.0,0,0,1,1,1,0,12,0
977,7.96,1.6666666666666667,1,1,0,0,0,0,12,1
978,3.75,2.0,1,1,1,1,1,0,8,1
979,4.28,2.3333333333333335,1,1,0,1,0,0,12,0
980,2.31,11.666666666666666,1,1,0,0,1,0,5,0
981,3.8,5.0,1,0,0,1,1,0,12,0
982,4.09,1.6666666666666667,0,1,0,0,0,0,12,0
983,3.85,4.0,1,1,0,1,1,0,12,0
984,3.75,7.666666666666667,1,1,0,1,1,0,10,0
985,3.0,3.3333333333333335,1,1,1,0,0,0,12,1
986,3.96,0.3333333333333333,1,1,1,0,0,0,16,0
987,8.55,6.666666666666667,1,1,0,0,1,0,12,1
988,3.75,4.666666666666667,1,1,1,0,1,0,10,1
989,6.0,0.3333333333333333,0,1,0,0,1,0,8,0
990,4.81,2.0,1,1,0,0,1,0,12,0
991,2.5,8.666666666666666,0,1,0,0,1,0,12,0
992,4.32,6.0,1,1,1,1,0,0,10,0
993,1.27,1.3333333333333333,0,1,0,0,0,0,12,0
994,5.77,4.333333333333333,1,1,0,1,1,0,12,0
995,4.2,11.0,1,1,0,0,1,0,10,0
996,13.74,9.333333333333334,1,1,0,0,1,0,12,1
997,2.56,1.3333333333333333,0,1,0,0,1,0,16,0
998,5.13,14.0,1,1,0,0,1,0,13,1
999,7.21,13.0,1,1,0,0,1,0,5,1
1000,4.24,2.3333333333333335,0,1,0,0,1,1,13,0
1001,4.1,12.666666666666666,0,1,0,0,1,0,12,0
1002,8.5,6.333333333333333,1,1,0,0,1,0,12,1
1003,5.94,9.666666666666666,1,1,0,0,1,0,12,0
1004,10.54,11.666666666666666,1,1,1,0,1,0,10,1
1005,3.5,6.0,0,1,0,0,1,0,10,0
1006,5.95,2.6666666666666665,1,1,0,0,1,0,13,0
1007,8.89,6.666666666666667,1,1,0,0,1,0,13,1
1008,5.73,11.333333333333334,1,1,0,0,1,0,5,0
1009,1.05,9.666666666666666,0,1,1,0,1,0,5,0
1010,3.85,2.6666666666666665,1,1,0,0,1,0,13,1
1011,2.88,1.3333333333333333,0,1,0,0,0,0,12,0
1012,8.44,5.0,1,1,0,0,1,0,12,1
1013,3.61,2.0,0,1,0,0,0,0,12,1
1014,5.77,6.666666666666667,1,1,0,0,0,0,12,0
1015,3.33,11.666666666666666,1,1,1,0,1,0,8,0
1016,7.96,14.666666666666666,0,0,0,0,1,0,5,0
1017,4.49,5.666666666666667,1,1,0,0,1,0,10,1
1018,2.38,1.0,0,1,0,0,0,0,13,1
1019,5.08,13.333333333333334,1,1,0,0,1,0,12,0
1020,5.31,6.0,0,1,0,0,1,0,12,1
1021,5.31,7.666666666666667,1,1,0,0,0,0,12,0
1022,6.54,3.3333333333333335,0,1,0,0,1,0,10,1
1023,7.43,6.0,1,1,1,0,0,0,10,1
1024,5.29,14.0,1,1,0,0,1,0,12,0
1025,11.09,12.666666666666666,1,1,0,0,1,0,8,1
1026,3.33,1.6666666666666667,0,1,1,0,0,0,13,1
1027,3.27,8.333333333333334,0,1,0,0,1,0,8,0
1028,3.85,8.666666666666666,1,1,0,0,1,0,8,0
1029,8.04,3.6666666666666665,0,1,0,0,1,0,12,1
1030,4.62,5.333333333333333,0,1,0,0,1,0,10,0
1031,7.96,13.333333333333334,1,1,0,0,1,0,5,1
1032,4.85,2.3333333333333335,0,1,0,0,1,0,12,1
1033,6.97,5.666666666666667,0,1,0,0,0,0,12,0
1034,4.81,14.666666666666666,0,1,0,0,1,0,12,0
1035,3.02,2.0,0,0,0,0,1,0,12,0
1036,3.98,2.6666666666666665,0,1,0,0,1,0,12,0
1037,5.56,10.333333333333334,0,1,0,0,0,0,12,0
1038,7.32,8.666666666666666,1,1,0,0,1,0,12,1
1039,7.69,6.666666666666667,1,1,0,0,1,0,10,1
1040,6.29,7.333333333333333,0,1,0,0,1,0,13,0
1041,9.62,3.6666666666666665,1,1,0,0,1,0,12,1
1042,7.63,2.6666666666666665,0,1,0,0,1,0,13,1
1043,4.29,13.333333333333334,1,1,0,0,1,0,5,0
1044,25.64,4.333333333333333,0,1,0,0,1,0,10,1
1045,4.24,1.0,0,1,0,0,0,0,12,1
1046,3.87,3.3333333333333335,0,1,0,0,1,0,12,1
1047,5.73,6.0,1,1,0,0,1,0,10,0
1048,3.5,1.6666666666666667,0,1,0,1,1,0,12,0
1049,5.05,5.333333333333333,1,1,1,0,1,0,10,0
1050,7.96,3.3333333333333335,1,1,0,0,1,0,12,1
1051,7.96,3.3333333333333335,1,1,0,0,1,0,12,1
1052,3.41,1.0,1,1,0,0,0,0,12,0
1053,5.73,13.333333333333334,1,1,0,0,0,0,8,0
1054,8.89,11.666666666666666,0,1,0,0,1,0,12,1
1055,4.81,9.333333333333334,1,1,0,0,1,0,10,0
1056,4.81,5.333333333333333,0,1,0,0,1,0,14,0
1057,3.75,6.333333333333333,0,1,1,0,0,0,12,0
1058,13.41,3.6666666666666665,1,1,0,0,1,0,10,1
1059,5.09,3.3333333333333335,0,1,0,0,1,0,12,0
1060,2.88,1.3333333333333333,1,1,1,0,0,0,12,1
1061,3.21,0.6666666666666666,0,1,1,0,0,0,14,1
1062,4.55,1.6666666666666667,0,1,0,0,0,0,12,0
1063,5.77,10.333333333333334,1,1,0,0,0,0,10,0
1064,8.85,9.333333333333334,1,1,0,0,1,0,14,1
1065,4.41,3.0,1,1,0,0,1,0,10,0
1066,4.27,4.0,0,1,0,0,1,0,13,0
1067,10.12,5.666666666666667,0,1,0,0,1,0,13,1
1068,5.29,12.333333333333334,0,1,1,0,1,0,13,0
1069,5.73,11.666666666666666,1,1,0,0,1,0,8,0
1070,7.63,11.666666666666666,1,1,0,0,1,0,12,1
1071,7.69,3.3333333333333335,1,1,0,0,1,0,13,1
1072,6.08,14.0,1,0,0,0,1,0,12,0
1073,7.49,9.0,1,1,0,0,0,0,12,1
1074,6.37,1.6666666666666667,1,1,0,0,1,0,13,0
1075,6.41,1.6666666666666667,1,1,0,1,0,0,12,0
1076,1.98,1.0,0,1,0,0,0,0,12,0
1077,3.85,12.333333333333334,0,0,1,0,0,0,5,0
1078,7.05,4.666666666666667,0,1,0,0,0,0,12,1
1079,5.13,7.0,0,1,0,0,1,0,13,0
1080,6.35,2.3333333333333335,1,1,0,0,1,0,10,0
1081,6.69,9.0,1,1,0,0,1,0,12,0
1082,4.62,0.3333333333333333,0,1,0,0,0,0,13,0
1083,5.02,10.333333333333334,0,1,0,0,1,0,13,0
1084,4.23,14.0,0,1,0,0,1,1,5,0
1085,4.33,15.0,0,0,1,0,1,0,5,0
1086,6.54,11.333333333333334,1,1,0,0,1,0,10,0
1087,7.13,3.0,1,1,0,0,0,0,13,1
1088,3.85,1.0,0,1,0,0,1,1,10,1
1089,2.17,0.6666666666666666,0,1,0,1,1,0,10,0
1090,5.29,12.0,1,1,1,0,1,0,10,0
1091,6.49,9.0,1,1,0,1,1,0,12,0
1092,10.19,13.0,0,1,0,0,1,0,12,1
1093,5.79,3.0,0,1,0,0,1,0,16,1
1094,3.82,15.666666666666666,0,1,0,0,0,0,12,0
1095,12.54,4.333333333333333,0,1,0,0,1,0,12,1
1096,7.69,9.333333333333334,0,1,0,0,1,0,10,1
1097,8.55,8.666666666666666,0,1,0,0,1,0,12,1
1098,5.92,11.333333333333334,0,1,0,0,1,0,12,0
1099,13.74,9.333333333333334,0,1,0,0,1,0,12,1
1100,2.12,5.666666666666667,0,1,0,1,1,0,14,0
1101,16.14,3.3333333333333335,0,1,0,0,1,0,13,0
1102,1.32,7.0,0,0,0,0,1,0,10,0
1103,1.79,5.0,0,1,0,0,1,0,12,1
1104,2.32,5.0,0,1,0,0,1,0,13,1
1105,3.7,3.6666666666666665,0,1,0,0,1,0,12,0
1106,6.75,12.333333333333334,0,1,0,0,1,0,10,0
1107,8.44,14.333333333333334,0,1,0,0,1,0,5,1
1108,26.24,12.333333333333334,0,1,0,0,1,0,12,0
1109,8.88,8.0,0,1,0,0,1,0,12,1
1110,2.5,5.666666666666667,0,1,0,0,1,0,10,0
1111,7.28,5.333333333333333,0,1,0,0,1,0,12,1
1112,7.84,12.0,0,1,0,0,1,0,12,1
1113,26.24,12.333333333333334,0,1,0,0,1,0,12,1
1114,6.33,12.666666666666666,0,1,0,0,1,0,8,0
1115,4.16,3.0,0,1,0,0,1,0,12,1
1116,3.21,12.0,0,1,0,0,1,0,5,1
1117,2.02,13.666666666666666,0,1,0,1,0,0,5,0
1118,9.23,3.3333333333333335,1,1,0,0,1,0,12,1
1119,2.68,11.0,0,1,0,0,1,0,5,0
1120,8.65,1.6666666666666667,0,1,0,1,1,0,14,1
1121,2.08,0.3333333333333333,0,1,0,1,0,1,12,1
1122,6.25,15.666666666666666,0,0,1,1,1,0,5,1
1123,1.92,2.6666666666666665,0,1,0,0,1,0,12,0
1124,3.08,2.0,0,1,0,0,1,1,10,0
1125,2.11,4.0,0,1,0,1,1,1,12,0
1126,3.46,8.666666666666666,0,1,0,1,0,1,5,0
1127,4.81,4.666666666666667,1,1,0,0,1,0,10,0
1128,3.37,4.333333333333333,1,1,0,1,0,1,5,0
1129,5.77,13.0,1,1,0,0,1,0,5,0
1130,3.34,3.3333333333333335,0,1,0,0,1,1,13,0
1131,7.26,9.0,1,0,0,0,1,0,10,1
1132,3.73,1.6666666666666667,0,1,0,0,1,0,13,0
1133,2.21,2.0,1,1,0,1,0,0,12,0
1134,2.92,10.666666666666666,0,0,0,0,1,1,8,0
1135,3.53,0.3333333333333333,1,1,1,0,1,1,8,1
1136,1.8,2.6666666666666665,0,1,0,1,1,0,12,1
1137,2.6,5.0,0,1,0,1,1,1,10,1
1138,1.17,0.3333333333333333,0,1,1,0,0,0,12,0
1139,1.88,8.333333333333334,1,1,0,1,0,0,10,0
1140,2.88,5.0,1,1,1,1,1,0,10,0
1141,1.92,2.3333333333333335,0,1,0,1,1,0,12,1
1142,1.88,0.3333333333333333,0,1,0,1,0,0,12,1
1143,3.37,4.0,0,1,0,1,1,1,12,0
1144,1.82,1.0,0,1,0,1,0,1,10,0
1145,1.46,0.6666666666666666,0,1,1,0,1,0,10,1
1146,2.26,1.0,0,1,0,1,1,1,10,0
1147,2.07,0.6666666666666666,0,1,0,1,0,0,12,0
1148,3.54,5.333333333333333,0,1,0,0,1,0,13,0
1149,1.26,10.666666666666666,0,1,1,1,0,0,5,0
1150,2.26,6.666666666666667,0,1,0,1,1,1,10,0
1151,3.95,5.666666666666667,0,1,0,1,1,1,12,0
1152,2.65,5.0,0,1,0,1,0,0,5,0
1153,3.75,6.333333333333333,0,1,0,1,1,1,8,0
1154,2.26,12.333333333333334,1,0,0,0,0,0,5,0
1155,2.19,9.666666666666666,1,1,1,1,0,1,10,0
1156,2.19,1.6666666666666667,0,0,0,1,0,1,13,0
1157,3.21,2.3333333333333335,0,1,0,1,0,0,5,0
1158,2.47,7.666666666666667,0,1,0,1,0,0,5,0
1159,3.0,1.6666666666666667,0,1,0,1,0,0,12,1
1160,3.75,9.666666666666666,0,1,0,0,0,1,8,0
1161,2.0,4.333333333333333,0,1,0,1,0,0,12,0
1162,2.26,3.3333333333333335,0,1,0,1,1,0,12,0
1163,2.88,4.0,0,1,0,1,1,0,13,1
1164,4.69,2.3333333333333335,1,1,0,1,1,0,12,0
1165,3.95,3.0,0,1,0,1,1,0,12,0
1166,6.54,1.3333333333333333,0,1,0,0,1,0,12,0
1167,3.57,8.666666666666666,0,1,0,1,0,1,12,0
1168,5.31,5.0,0,1,0,0,1,1,17,0
1169,2.63,6.333333333333333,0,1,0,1,1,0,10,1
1170,4.33,7.333333333333333,0,0,0,0,1,0,16,0
1171,2.25,4.0,0,1,1,1,0,0,5,0
1172,2.75,3.6666666666666665,0,1,0,1,1,0,10,0
1173,3.29,2.0,1,1,0,1,1,1,12,0
1174,5.77,4.333333333333333,0,1,0,0,1,0,14,1
1175,4.74,2.6666666666666665,0,1,0,1,0,1,13,1
1176,4.12,2.3333333333333335,0,1,0,1,0,1,13,0
1177,2.89,4.0,0,1,1,1,0,1,10,0
1178,6.96,3.6666666666666665,1,1,0,0,1,0,13,0
1179,6.41,13.666666666666666,0,1,0,0,1,1,12,0
1180,4.28,2.3333333333333335,1,1,0,1,1,1,12,0
1181,1.28,3.0,0,1,0,1,1,1,13,1
1182,2.56,13.333333333333334,1,1,0,1,0,1,10,0
1183,4.62,2.3333333333333335,0,1,1,1,1,1,14,1
1184,1.98,3.0,0,1,0,1,1,1,12,0
1185,1.92,4.333333333333333,0,1,0,1,0,1,13,1
1186,1.8,11.0,0,0,0,1,1,1,13,0
1187,1.98,5.666666666666667,0,1,0,1,0,1,14,0
1188,2.0,1.0,0,1,1,1,0,1,13,0
1189,2.11,2.6666666666666665,0,1,0,1,0,1,16,0
1190,2.11,1.0,0,1,0,1,1,1,10,1
1191,2.77,3.0,0,1,0,0,0,1,13,0
1192,3.46,10.0,0,1,0,1,0,0,10,0
1193,6.0,1.6666666666666667,0,1,0,1,0,1,13,1
1194,4.81,4.333333333333333,0,1,1,0,1,1,12,0
1195,2.33,1.6666666666666667,0,1,0,1,1,1,12,0
1196,3.57,3.0,0,1,0,1,0,1,16,1
1197,1.98,2.6666666666666665,0,1,0,1,0,1,13,0
1198,5.13,6.666666666666667,0,1,1,1,1,0,10,0
1199,4.47,1.0,0,1,0,1,0,1,13,0
1200,2.07,1.6666666666666667,1,1,0,1,0,1,12,1
1201,6.97,6.666666666666667,1,1,0,1,1,1,13,0
1202,1.98,0.6666666666666666,0,1,0,1,0,1,12,0
1203,4.62,2.3333333333333335,0,1,0,1,0,1,12,0
1204,3.21,1.6666666666666667,0,1,0,0,0,1,13,0
1205,1.8,15.333333333333334,0,1,0,1,0,1,14,0
1206,4.62,3.3333333333333335,1,1,0,1,1,0,12,0
1207,6.11,9.0,0,1,0,0,1,0,12,0
1208,5.73,13.0,0,1,1,0,1,0,16,0
1209,3.57,4.333333333333333,0,1,0,0,1,1,13,1
1210,1.58,9.0,0,1,0,0,1,1,12,1
1211,4.21,2.3333333333333335,0,1,0,0,1,1,12,1
1212,1.75,6.0,0,1,0,1,0,1,12,0
1213,2.15,2.0,0,1,0,1,1,1,12,0
1214,1.02,3.6666666666666665,0,1,0,1,1,1,13,0
1215,2.4,3.3333333333333335,0,1,1,1,1,1,12,0
1216,2.83,9.333333333333334,0,1,1,1,0,1,13,0
1217,3.29,0.6666666666666666,0,1,0,1,1,1,10,0
1218,1.98,15.0,0,1,0,1,0,1,12,0
1219,23.16,3.0,0,1,0,0,0,1,10,1
1220,5.49,4.333333333333333,0,1,0,1,1,1,12,1
1221,3.0,13.333333333333334,0,1,0,0,0,1,13,0
1222,3.29,3.3333333333333335,0,0,0,1,0,1,12,1
1223,2.88,5.0,0,1,0,1,0,1,12,1
1224,2.63,4.0,0,1,0,1,1,1,10,0
1225,5.82,6.666666666666667,0,1,0,1,0,1,17,0
1226,1.09,2.6666666666666665,0,1,0,1,1,1,10,0
1227,1.28,4.333333333333333,0,1,0,1,1,0,12,1
1228,6.25,1.0,0,1,0,1,0,1,12,0
1229,2.88,2.3333333333333335,0,1,0,0,1,0,14,1
1230,7.69,6.0,1,1,0,0,1,0,12,1
1231,7.14,4.333333333333333,0,1,0,0,1,0,12,1
1232,6.93,12.0,1,1,0,0,1,0,12,0
1233,1.56,1.3333333333333333,0,1,0,0,0,0,12,0
1234,1.98,2.6666666666666665,0,1,0,1,0,1,10,0
1235,8.75,8.0,1,1,0,0,0,1,16,1
1236,4.81,10.333333333333334,0,1,0,0,1,0,12,0
1237,4.71,5.333333333333333,0,1,0,0,1,0,13,0
1238,4.87,3.3333333333333335,0,1,0,0,1,0,13,0
1239,4.62,3.3333333333333335,0,1,0,0,1,0,13,1
1240,2.4,4.0,0,1,0,0,0,1,12,1
1241,5.34,6.666666666666667,0,1,0,0,1,0,12,0
1242,4.21,4.333333333333333,1,1,0,0,1,0,12,0
1243,4.72,3.0,1,1,0,0,1,0,13,1
1244,12.82,5.0,1,1,0,0,1,0,13,1
1245,6.73,11.333333333333334,0,1,0,0,1,0,10,0
1246,5.39,2.6666666666666665,1,1,0,0,1,0,14,0
1247,5.31,1.0,0,1,0,0,0,0,17,1
1248,10.58,6.333333333333333,0,1,0,0,0,0,16,1
1249,8.65,3.3333333333333335,1,1,0,0,1,0,13,1
1250,4.17,4.333333333333333,0,1,0,0,1,0,10,0
1251,6.81,2.3333333333333335,1,1,0,0,0,0,12,0
1252,9.62,7.0,1,1,0,0,1,0,16,1
1253,1.22,3.3333333333333335,0,1,0,1,0,1,5,0
1254,1.79,6.666666666666667,0,1,0,1,1,1,8,0
1255,1.61,8.333333333333334,0,1,1,1,0,1,12,0
1256,1.68,1.3333333333333333,0,1,0,1,1,1,12,0
1257,3.29,11.666666666666666,0,1,1,1,0,1,12,0
1258,2.31,5.0,0,1,1,1,1,1,10,0
1259,1.92,8.0,0,0,0,1,0,1,16,0
